,title,url,answers,tags,highlights
214,Unit Testing Database Driven .NET Applications,http://www.stackoverflow.com/questions/1108806,"['https://stackoverflow.com/a/1108817', 'https://stackoverflow.com/a/1108847', 'https://stackoverflow.com/a/1109148']","['DB Management > Cleanup > Cleanup before each test (known state)', 'Environment > Tool > Mocking > Use TypeMock', 'Mocking > When > Use Mocking', 'Structure/Design > Coupling > With DB > Separate data access layer']","['{0:The answer is mocking}', '{1:Separate the DAL into 2 layers}', '{2: Mock all access to database}', '{3: mocking}', '{4:Mock objects}', '{5:SQL scripts running in the TestInitialise() and TestCleanup() }', '{6:cleanup SQL}']"
215,Unit Testing DatabaseOpenHelper class in Android,https://softwareengineering.stackexchange.com/questions/180953,"['https://softwareengineering.stackexchange.com/a/181019', 'https://softwareengineering.stackexchange.com/a/185196', 'https://softwareengineering.stackexchange.com/a/185576']","['Concepts > Definitions > Isolation can cost too much (unit test), do integration test', 'Test Code > Testing DB Schema > Run simple select to test columns existence']","['{0:Unittesting the DatabaseOpenHelper (Unittest=Testing in isolation) would requre to test without a real database and verifying that the database update script is valid or at least contain all neccessary fields/tables. In my opinion this is to much work. Integration testing with a real database is much easier.}', '{1:i would just test if these colums exist after upgrade.}']"
216,Unit-Testing Databases,http://www.stackoverflow.com/questions/21583,"['https://stackoverflow.com/a/21603', 'https://stackoverflow.com/a/21606', 'https://stackoverflow.com/a/21608']","['Characteristics > Consistent > Stateless', 'Characteristics > Isolated/Independent > Unit test should be independent / isolated', 'Characteristics > Repeatable > Repeatable tests', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Environment > Tool > Mocking > NMock', 'Environment > Tool > Mocking > Rhino Mock', 'Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Use Mocking']","['{0:ypically unit test the database. You usually involve the database in integration tes}', '{1:use mock objects}', '{2:mock libraries available}', '{3:""mocking""}', '{4:DBunit}', '{5:stateless}', '{6:independent}', '{7:repeatable}', '{8:So if I read this correctly, there is really no way to effectively unit-test a Data Access Layer.}', ""{9:There's no real way to unit test a database other than asserting that the tables exist, contain the expected columns, and have the appropriate constraints. But that's usually not really worth doing.}""]"
217,Unit-Testing: Database set-up for tests,http://www.stackoverflow.com/questions/786580,"['https://stackoverflow.com/a/786628', 'https://stackoverflow.com/a/786745', 'https://stackoverflow.com/a/803533']","['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Use Mocking']","[""{0:The problem I've hit using in-memory databases is that they often don't support all the features I need. For example, perhaps I require an outer join, and the in-memory DB doesn't support that. In that case, I'll typically test against a local conventional database such as MySQL}"", '{1: Any database interaction is mocked out}', ""{2:The best way I've found to handle this is to use a static test database with known data, and use transactions to ensure that your tests don't change anything}""]"
218,Unit-testing databases: test all possible permutations of read and write to table?,https://softwareengineering.stackexchange.com/questions/213075,['https://softwareengineering.stackexchange.com/a/213542'],['IRRELEVANT ANSWER'],[None]
219,Unit Testing DbContext,http://www.stackoverflow.com/questions/6766478,"['https://stackoverflow.com/a/11921026', 'https://stackoverflow.com/a/14584502', 'https://stackoverflow.com/a/6768712']","['Environment > Configuration > General recommendation > Recommend specific library/configuration', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Use Mocking']","['{0:I am developing an open-source library to solve this problem.}', '{1:You mentioned FakeContext and Mocking the context - why to use both?}']"
220,Unit testing Eloquent outside of Laravel,https://softwareengineering.stackexchange.com/questions/273090,['https://softwareengineering.stackexchange.com/a/302857'],"[""Concepts > Scope > Don't test it > Don't test it if there is no logic there"", 'DB Management > Preparation > setUp() & tearDown() methods', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Test Code > Code example > Code example provided']","['{0:in memory database}', '{1:You probably want to test a class that is using an eloquent model rather than the model itself.}']"
221,Unit testing for a blog post model on Google App Engine,https://codereview.stackexchange.com/questions/146199,['https://codereview.stackexchange.com/a/146235'],['Test Code > Code example > Code example provided'],[None]
222,Unit Testing in web applications that use databases,http://www.stackoverflow.com/questions/340930,"['https://stackoverflow.com/a/340950', 'https://stackoverflow.com/a/340951', 'https://stackoverflow.com/a/340974']","['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'Environment > In-Memory DB > HSQLDB > HSQLDB', 'Environment > Tool > Mocking > Easymock', 'Mocking > When > Use Mocking']","['{0:The solution is Mocking.}', '{1:Easymock.org}', '{2:We use an in-memory database (hsqldb) for our unit tests.}', '{3:before each test case we start a transaction and after each test case we roll it the transaction back.}']"
223,Unit testing on code that uses the Database,http://www.stackoverflow.com/questions/391249,"['https://stackoverflow.com/a/391278', 'https://stackoverflow.com/a/391283', 'https://stackoverflow.com/a/391527']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Definitions > Integration tests involves real database', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Mocking > When > Use Mocking']","['{0:mock repositorie}', '{1:integration tests"" not unit tests}', '{2:easily test against an in-memory SQLite database, which is very fast}', '{3:full database through integration tests}']"
224,Unit testing Room and LiveData,http://www.stackoverflow.com/questions/44270688,"['https://stackoverflow.com/a/44271247', 'https://stackoverflow.com/a/44991770', 'https://stackoverflow.com/a/47229060']","['Environment > Tool > Mocking > Use Mockito', 'Test Code > Parallelisation > Design unit tests to be synchronous']","['{0:This pattern is reactive.}', '{1:For unit tests you want the behavior to be synchronous,}', '{2:I found Mockito is very helpful in such case.}']"
225,Unit testing Systems with Logic Tightly Coupled with Data,https://softwareengineering.stackexchange.com/questions/356087,"['https://softwareengineering.stackexchange.com/a/356088', 'https://softwareengineering.stackexchange.com/a/356089', 'https://softwareengineering.stackexchange.com/a/356094']","['DB Management > Preparation > Initialise DB with general configuration before all tests, then before each test, set the database in the context required by each test', 'DB Management > Test DB > Use a test database with test data', 'Environment > In-Memory DB > Ephermal PG > Ephemeral PG (In-Memory PostgreSQL)', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Structure/Design > Testability > Refactoring to remove business logic from procedures']","['{0:Before all unit tests, bring up a DB from scratch with schema and no data}', '{1:Before each test case, truncate all the relevant db tables}', ""{2:you can use an in-memory version that's lightweight and faster}"", '{3:You may find a tool like ephemeral_pg useful, which helps to run a postgres database as lean as possible by running in memory}']"
226,Unit testing vs Integration Testing,https://softwareengineering.stackexchange.com/questions/101300,"['https://softwareengineering.stackexchange.com/a/101312', 'https://softwareengineering.stackexchange.com/a/101314', 'https://softwareengineering.stackexchange.com/a/101324']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests']","['{0:unit test is:}', '{1:Integration testing is about}', '{2:Unit testing deals}']"
227,Unit Testing - What not to test,http://www.stackoverflow.com/questions/1316848,"['https://stackoverflow.com/a/1316870', 'https://stackoverflow.com/a/1316903', 'https://stackoverflow.com/a/1316923']","['Concepts > Coverage > Test everything you can test', ""Concepts > Scope > Don't test it > Do not test anything that can't fail"", 'Concepts > Scope > Test it > Testing inner dependencies (Interaction Testing)']","['{0:if a method simply just delegates its implementation to an inner dependency, it is very relevant to verify that it happens}', ""{1:If you don't test your database operations, how do you know that your data access component works?}"", '{2:I am not saying that you should test your ORM library, but you should test that it is being used correctly.}', ""{3:Don't test anything that can't fail.}""]"
228,Unit testing with Data Access Layer,http://www.stackoverflow.com/questions/2775820,"['https://stackoverflow.com/a/2776500', 'https://stackoverflow.com/a/2776619']","['Mocking > When > Use Mocking', 'Structure/Design > Coupling > With DB > Decouple data layer', 'Structure/Design > Design Patterns > Recommendation of design pattern']","['{0:Eliminate Database Dependencies in Test-Driven development}', '{1:Repository Pattern}', '{2:decouple your data layer}', '{3:Linq2Sql}', '{4:uses mocks to mock the ICarRepository and tests away}']"
229,Unit Testing with massive lookup tables?,https://softwareengineering.stackexchange.com/questions/287735,"['https://softwareengineering.stackexchange.com/a/287736', 'https://softwareengineering.stackexchange.com/a/287737']","['Mocking > How > Use stub and fake classes', 'Mocking > When > Use mocking sparingly', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:test fakes}', '{1:stub/mock only those of the lookups which are actually in use by the method}', '{2:One way to do it is through Dependency Injection.}']"
230,Unit testing with MongoDB,http://www.stackoverflow.com/questions/7413985,"['https://stackoverflow.com/a/14986179', 'https://stackoverflow.com/a/8265378', 'https://stackoverflow.com/a/8265927']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Scope > Test it > Test that the correct query was sent, mock results', 'Environment > Tool > Mocking > Use PowerMockito', 'Environment > Tool > Unit Testing > Use DbUnit', 'Structure/Design > Design Patterns > Have a DAO', 'Test Code > Code example > Code example provided']","['{0: at DbUnit f}', '{1:are not unit tests,}', '{2:mock of the DAO}', '{3:PowerMockito}']"
231,Unit test MyBatis with HSQL instead of Oracle,http://www.stackoverflow.com/questions/7819808,"['https://stackoverflow.com/a/27270075', 'https://stackoverflow.com/a/7820242']","['Environment > In-Memory DB > Generic recommendation > Specific in memory database recommandation', 'Environment > In-Memory DB > HSQLDB > configuration for Oracle compatibility', 'Environment > In-Memory DB > HSQLDB > Use latest version']",['{0:MyBatis}']
232,Unit-Tests and databases: At which point do I actually connect to the database?,https://softwareengineering.stackexchange.com/questions/206539,"['https://softwareengineering.stackexchange.com/a/206540', 'https://softwareengineering.stackexchange.com/a/206541', 'https://softwareengineering.stackexchange.com/a/206544', 'https://softwareengineering.stackexchange.com/a/206561']","['Characteristics > Isolated/Independent > Unit tests should not be dependent upon external state', 'Concepts > Coverage > 100% coverage is not possible', 'Concepts > Coverage > Cover all corners', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Scope > Test it > Instead of the external call, test if its parameters are correct', 'Concepts > Scope > Test it > Test the connection string', 'DB Management > Preparation > Use test fixtures', 'DB Management > Test DB > Use a test database with test data', 'DB Management > Test DB > Use local database', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Mocking > When > Replace the DB with a mock object', 'Mocking > When > Use Mocking', 'Performance > General improvement > Have a light process to build the test database', 'Process > Testing > Seperate unit and integration testing', 'Process > Testing > Use integration testing']","['{0:The point of a unit test is to test one class (in fact, it should usually test one method).}', '{10:unit tests should not leave their runtime ""sandbox"" and be dependent upon external state}', ""{11:In your integration test suite, these restrictions are relaxed. Now you can design tests that touch the database, to make sure that the code you did write plays nicely with code you didn't.}"", '{12:These two test suites should remain segregated}', '{13:the best you could do in this situation is mock the entire function and trust your integration test suites}', '{14:You want to ensure every line of your code is covered by a unit test.}', '{15:You wrap the calls to a database in protected methods. To test this class you actually test a fake object which inherits from the real database connetion class and overrides the protected methods.}', '{16: A noble goal on its face, but I say hogwash; }', '{1:you inject a test database into it - something self-written, or a lightning-fast in-memory database}', '{2:you mock the entire A object with something else, presumably something that does its job in a primitive, pre-programmed way - without using an actual A object and certainly without using a database}', ""{3:If you don't do that, it's no longer a unit test, but a system or integration test.}"", '{4:test against a temporary or testing only database,}', '{5:having the lightest possible start up process for building that test database}', '{6:Fixtures are temporary database tables created on the fly for a unit test.}', '{7:The key to success with this is to not implement the business database, but to focus only on the aspect of the code you are testing.}', '{8:making sure the connection string is correct}', '{9:test in your unit test suite are things like ensuring the parameters that will be used for this call }']"
233,Unit tests for a Redshift wrapper class,https://codereview.stackexchange.com/questions/123143,[None],['NO ANSWER'],[None]
234,Unit Test vs Integration Test in Web Development,http://www.stackoverflow.com/questions/15292751,"['https://stackoverflow.com/a/15293101', 'https://stackoverflow.com/a/15293328', 'https://stackoverflow.com/a/15294438']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests']","['{0:Unit test important}', '{1:Integration test}', '{2:Unit testing and integration testing}', '{3:Unit tests are valuable as are integration tests.}', '{4:Integration test takes more time to execute compared to unit test.}', '{5:In a commercial world, cost (in terms of time) is likely the most important factor.}', ""{6:If it is hard to maintain you're doing it wrong.}"", '{7:Unit tests should be prescriptive, not descriptive.}']"
235,Using parameters in automatic integration tests,https://softwareengineering.stackexchange.com/questions/285082,['https://softwareengineering.stackexchange.com/a/285103'],['IRRELEVANT ANSWER'],[None]
236,Ways of unit testing data access layer,http://www.stackoverflow.com/questions/15000908,"['https://stackoverflow.com/a/15048920', 'https://stackoverflow.com/a/15049341', 'https://stackoverflow.com/a/44392842']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', ""Concepts > Scope > Don't test it > Don't test it if there is no logic there"", 'Concepts > Scope > Test it > Test the database schema']","['{0:the answer is not to start using mocks to mock out all of the ADO calls}', '{1:as such I test that the database schema is equivalent against real or test database}']"
237,Webdriver-based test that uses configuration parameters from a database,https://codereview.stackexchange.com/questions/136571,"['https://codereview.stackexchange.com/a/136583', 'https://codereview.stackexchange.com/a/136589']","['Characteristics > Repeatable > Repeatable tests', 'DB Management > Test data > Usage > Only read what you need', 'DB Management > Test DB > Use a test database with test data']","['{0:You should create a test database and populate it with test data}', '{1:you can actually repeat the test and get the same results for the same data}', '{2:Only Read What You Need}', ""{3:If you don't need the rest, don't fetch them}""]"
238,What are some best practices for populating and using a test database?,https://softwareengineering.stackexchange.com/questions/94957,"['https://softwareengineering.stackexchange.com/a/94963', 'https://softwareengineering.stackexchange.com/a/94964', 'https://softwareengineering.stackexchange.com/a/94966']","['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Test data > Generation > Use Object serialization', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Testing Framework > Use TestNG', 'Environment > Tool > Unit Testing > Use a unit test framework', 'Environment > Tool > Unit Testing > Use DbUnit', 'Environment > Tool > Unit Testing > Use JUnit']","['{0:in-memory DB }', '{1:use DBUnit t}', '{2:with JUnit }', '{3:but DBUnit will work a treat for you now}', '{4:object serialization}', '{5:This is the fastest and easiest method}', '{6: in-memory database}', '{7:Objects are generated and populated in the database}', '{8:make sure that the database is reset after each test.}', '{9:Using TestNG}']"
239,What are standard/best practices for creating unit tests for functionality using databases?,http://www.stackoverflow.com/questions/3560116,"['https://stackoverflow.com/a/3560160', 'https://stackoverflow.com/a/3560177', 'https://stackoverflow.com/a/3560700']","['DB Management > Cleanup > Recreate test db for each test run', 'DB Management > Test DB > Use a test database with test data', 'Environment > Tool > Unit Testing > Use PHPUnit', 'Process > Testing > Best option is state based tests']","[""{0:It's like with everything else when Unit-Testing. Create a known state and test your code against it to see if it returns the expected results.}"", '{1:There is a whole chapter on that in the PHPUnit manual:}', '{2: create a dummy testing database and populate it with a known data set for each testing run}']"
240,What kind of unit tests should be written for a call to a database update function?,https://softwareengineering.stackexchange.com/questions/336880,"['https://softwareengineering.stackexchange.com/a/336882', 'https://softwareengineering.stackexchange.com/a/336906']","['Concepts > Definitions > Integration tests involves real database', 'Concepts > Definitions > Unit tests involves mocking', 'Concepts > Scope > Test it > Test that the correct query was sent, mock results', 'Mocking > When > Use Mocking']","['{0:put a mock instead of the object which actually accesses a real database}', '{1:Tests which depend on IO operations have place to be, but they called ""Integration tests"".}', '{2:Unit tests are tests which are separated from any IO operations (File system, Web service or database)}', '{3: may check that the correct SQL query is sent }']"
241,What should I mock in tests of an application with service tier and DAO tier?,https://softwareengineering.stackexchange.com/questions/118933,"['https://softwareengineering.stackexchange.com/a/118938', 'https://softwareengineering.stackexchange.com/a/118943', 'https://softwareengineering.stackexchange.com/a/119123']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Mocking > Use a Mocking Framework', 'Mocking > How > Use stub and fake classes', 'Mocking > When > Use Mocking', 'Process > Testing > Use integration testing']","['{0:a pure Unit testing }', '{1:a Stub or a Mock type }', '{2:mocking tool}', '{3:in memory database such as HSQL}', '{4:n a pure unit test, everything but the ""unit under test"" should be mocked. }', '{5:integration tests, i.e. use less mocks. }']"
242,What's the best strategy for unit-testing database-driven applications?,http://www.stackoverflow.com/questions/145131,"['https://stackoverflow.com/a/145163', 'https://stackoverflow.com/a/145172', 'https://stackoverflow.com/a/314498']","['DB Management > Test DB > Use CI to build DB schema and load the sample data', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Use Mocking']","['{0:ontinuous integration server}', '{1:in-memory DB (HSQLDB or Derby) }', '{2:mocking the DAO objects}', '{3:n memory representation o}', '{4:like DbUnit.}']"
243,What's the right granularity for test-driven development?,https://codereview.stackexchange.com/questions/5065,"['https://codereview.stackexchange.com/a/5066', 'https://codereview.stackexchange.com/a/5114']","['Characteristics > Atomic > Test should focus on one thing', 'Mocking > When > Use Mocking', 'Structure/Design > Design Patterns > Use dependency injection', 'Structure/Design > Testability > Avoid constructing objects inside other objects']","['{0:Dependency injection:}', '{1:Mocking/Stubbing/Faking/Test Doubles:}', '{2:the granularity for Unit Tests, it is as granular as you can go.}', '{3:Avoid constucting objects inside other objects}']"
244,When/How to Unit Test CRUD applications?,http://www.stackoverflow.com/questions/3215224,"['https://stackoverflow.com/a/3215251', 'https://stackoverflow.com/a/3215268', 'https://stackoverflow.com/a/3215287']",['Characteristics > Atomic > Atomic tests'],"['{0: integration testing}', '{1:there is no point in unit testing it.}', ""{2:you are wasting your time and your employer's money,}"", '{3: this is beyond what unit testing is about}']"
245,Where do I run my integration tests,https://softwareengineering.stackexchange.com/questions/331139,['https://softwareengineering.stackexchange.com/a/331142'],"['Environment > Configuration > General recommendation > Configuration recommendation', 'Process > Automatization > Automated Deployment > Blue Green Deployment', 'Process > Testing > Run integration tests on test/acceptance environment, not production']","['{0:overwrite}', '{1:settings}']"
246,Where is the line between unit testing application logic and distrusting language constructs?,https://softwareengineering.stackexchange.com/questions/322909,"['https://softwareengineering.stackexchange.com/a/322912', 'https://softwareengineering.stackexchange.com/a/322913', 'https://softwareengineering.stackexchange.com/a/322946']","['IRRELEVANT ANSWER', 'Mocking > When > Use mocking sparingly']",['{0:mock/stub/fake the data store}']
247,where to delete database and close connection after all tests using mocha,http://www.stackoverflow.com/questions/13898783,"['https://stackoverflow.com/a/13898909', 'https://stackoverflow.com/a/35395501']",['Environment > Configuration > Testing Framework > Mocha > clean up after all tests'],[None]
248,Why do I need to migrate the test database in Rails?,http://www.stackoverflow.com/questions/44423828,"['https://stackoverflow.com/a/44492488', 'https://stackoverflow.com/a/44495454']",['Environment > Configuration > General recommendation > Configuration recommendation'],['{0:config.active_record.maintain_test_schema is a boolean value which controls whether Active Record should try to keep your test database schema up-to-date with db/schema.rb (or db/structure.sql) when you run your tests. }']
249,Why don't I see many unit test projects that bring up and tear down a DB? (ASP.NET MVC),https://softwareengineering.stackexchange.com/questions/197343,"['https://softwareengineering.stackexchange.com/a/197345', 'https://softwareengineering.stackexchange.com/a/197364', 'https://softwareengineering.stackexchange.com/a/197386']","['Characteristics > Fast > Fast (Unit Test)', 'Characteristics > Isolated/Independent > Unit test should be independent / isolated', 'Concepts > Definitions > Integration tests involves real database', 'Concepts > Definitions > No side effect and isolated = unit test', 'Concepts > Definitions > Unit tests are faster', 'Process > Test Failure Identification / Debugging > Isolated failures']","[""{0:If we never test with the database, we don't really know if the app works. Many projects do this testing when testing the integrated whole, and usually get run less often than unit tests}"", '{1:Schema change? Go modify every unit test}', '{2:Unit tests should be fast.}', ""{3:It's because a unit test shouldn't have any dependencies.}""]"
250,Why do we write mock objects when writing unit test cases?,https://softwareengineering.stackexchange.com/questions/61366,"['https://softwareengineering.stackexchange.com/a/61402', 'https://softwareengineering.stackexchange.com/a/61403', 'https://softwareengineering.stackexchange.com/a/61440']","['Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > What > Mock the DAO not the db calls', 'Mocking > When > Use mocking to test in isolation']","[""{0:shouldn't mock calls to the database}"", '{1:SHOULD mock are, for example, calls to your DAO}', '{2:testing in isolation}', '{3:Mocks/fakes/stups are used to enforce this isolation}', '{4:test actual DAO and not database content.}', '{5:Have a look at DBUnit }']"
251,Write Unit test for heavily-database application?,https://softwareengineering.stackexchange.com/questions/129675,"['https://softwareengineering.stackexchange.com/a/129691', 'https://softwareengineering.stackexchange.com/a/129726']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Mocking > Use a Mocking Framework', 'Environment > Tool > Unit Testing > Use DbUnit', 'Process > Automatization > Use unit test framework for integration test', 'Process > Testing > Seperate unit and integration testing']","['{0:unit tests and integration tests.}', '{1:mocking framework }', '{2: DBUnit t}', '{3:(JUnit or TestNG }', '{4: in-memory db.}', '{5:DBUnit & some in-memory database wh}', '{6:in-memory H2 database}']"
252,Writing Junit tests for catching exception?,https://softwareengineering.stackexchange.com/questions/365408,['https://softwareengineering.stackexchange.com/a/365411'],"['Environment > Tool > Mocking > Use Mockito', 'Mocking > How > Verify exception is thrown using Mockito.verify']",[None]
253,XML schema for Database Unit Tests,https://codereview.stackexchange.com/questions/26418,['https://codereview.stackexchange.com/a/26423'],['Test Code > Code example > Code example provided'],[None]
254,Zend Framework and Doctrine 2 - are my unit tests sufficient?,https://codereview.stackexchange.com/questions/31353,[None],['NO ANSWER'],[None]
